Field,Career,Skills,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Medicine,Entrepreneur,"Data Analysis, Time Management, SQL",4.776278613645895,7,0,3,1,9,0,4,0,1,3,2,0,0,1
Marketing,Surgeon,"Communication, Creativity, Time Management",3.6629737355837326,6,1,3,1,7,1,0,4,3,0,3,3,1,0
Music,Inorganic Chemist,"Critical Thinking, Communication, Research",3.543198864799707,0,1,2,0,6,0,0,1,3,3,1,4,1,0
Finance,Physicist,"Problem Solving, Time Management, Team Leadership",4.768031623826525,6,0,2,1,9,1,0,2,0,3,4,3,0,1
Physics,Microbiologist,"Team Leadership, Research, Python",3.604028928157372,7,1,4,0,2,0,3,4,3,3,0,3,4,0
Biology,Civil Engineer,"Time Management, Problem Solving, Communication",3.6339111680051266,8,0,3,0,9,0,0,0,0,3,2,1,0,0
Engineering,Social Media Manager,"Team Leadership, Critical Thinking, Time Management",2.6724109488461782,3,0,4,0,8,0,0,3,4,4,2,4,2,1
Physics,Marketing Manager,"Critical Thinking, Team Leadership, Time Management",2.8579016849455963,9,0,1,1,7,1,1,0,1,3,2,1,0,1
Marketing,Landscape Architect,"SQL, Data Analysis, Time Management",3.150178947893121,6,2,4,0,6,1,2,1,3,1,0,3,0,1
Law,Dentist,"Time Management, SQL, Critical Thinking",4.5190588044865265,5,2,0,1,4,0,4,2,1,4,4,2,4,1
Finance,Architect,"Python, Time Management, Creativity",3.894279357396112,8,1,2,0,9,1,4,4,1,0,0,3,3,0
Music,Microbiologist,"Critical Thinking, Research, Team Leadership",3.6970216705680987,4,2,0,1,9,1,1,4,3,4,3,3,1,0
Engineering,Teacher,"Communication, Creativity, Time Management",3.2826592088485036,3,1,1,0,6,0,4,4,1,1,0,1,1,1
Education,Nurse,"Time Management, Problem Solving, Python",3.017816859607088,0,1,4,1,3,0,3,3,0,0,2,3,3,0
Education,Fluid Mechanics Engineer,"Python, Problem Solving, SQL",3.946189065369116,7,0,0,0,8,1,0,4,3,3,3,4,1,1
Computer Science,Special Education Teacher,"Data Analysis, Research, SQL",2.7211596848738346,7,0,2,0,6,0,4,2,3,4,0,4,0,1
Computer Science,Paralegal,"Data Analysis, Creativity, Problem Solving",4.882164567853074,5,0,2,1,0,1,1,3,0,3,0,2,1,0
Chemistry,Geneticist,"Problem Solving, Research, SQL",3.8112685081057216,3,0,3,0,3,1,1,4,4,0,3,2,2,1
Law,Financial Controller,"Communication, Data Analysis, Creativity",3.4921069974993704,3,2,0,0,0,1,0,3,1,0,0,3,3,0
Engineering,Art Director,"Creative Thinking, Graphic Design, Adobe Suite",3.526063787290754,3,1,3,0,0,1,2,4,1,1,3,1,3,0
Computer Science,Physical Chemist,"Critical Thinking, Creativity, Data Analysis",2.840847887901288,9,2,1,0,5,1,2,3,0,4,4,4,4,1
Biology,Mechanical Engineer,"Team Leadership, Communication, Data Analysis",3.2527813269649046,8,1,1,1,7,0,1,0,0,4,0,3,4,0
Biology,Quantum Physicist,"Data Analysis, Communication, Time Management",3.06690260572548,3,2,0,0,5,0,1,2,3,3,1,4,2,1
Biology,Judge,"SQL, Python, Time Management",4.911212176347732,1,1,0,0,1,0,4,3,1,1,4,2,1,0
Chemistry,Digital Marketing Specialist,"SQL, Research, Creativity",2.64246890683964,9,1,4,0,5,0,2,2,0,2,1,0,3,1
Business,Animator,"Research, Team Leadership, Creativity",4.412666846638961,3,1,3,0,6,1,4,2,2,0,3,0,3,0
Finance,Construction Manager,"Time Management, Python, Problem Solving",2.671565903176624,7,2,1,1,3,0,4,4,2,2,0,0,2,0
Computer Science,Composer,"Time Management, Research, Team Leadership",2.623857361640555,8,0,3,1,0,1,2,3,4,4,1,4,0,0
Engineering,Advertising Manager,"Problem Solving, Communication, Time Management",3.377170812717666,7,0,3,1,5,0,2,2,4,3,2,3,4,1
Psychology,Biochemist,"Problem Solving, Creativity, Team Leadership",3.637726824445053,3,2,1,1,8,0,4,2,2,0,3,2,1,1
Engineering,Ecologist,"Time Management, SQL, Creativity",3.2203236493264304,2,0,3,1,6,1,1,1,3,4,0,3,1,1
Finance,Music Therapist,"Time Management, Communication, Critical Thinking",3.1043571240573784,7,0,1,1,0,0,4,4,1,1,2,2,3,0
Chemistry,Manager,"Leadership, Project Management, Strategic Planning",4.286536010210939,5,0,1,1,9,0,1,3,2,4,4,4,0,0
Marketing,Actuary,"Critical Thinking, SQL, Data Analysis",4.731468056310712,2,2,3,0,1,0,0,3,0,1,1,4,2,1
Architecture,Special Education Teacher,"Creativity, SQL, Critical Thinking",2.8263399499384083,6,0,4,1,7,0,1,4,2,0,2,2,1,0
Education,Physician Assistant,"Python, Time Management, Team Leadership",3.610484121998311,7,1,4,0,4,0,1,2,0,3,3,3,2,1
Engineering,Marketing Manager,"Team Leadership, SQL, Time Management",4.152934708381226,3,2,1,1,1,1,3,2,0,2,2,3,0,1
Medicine,Manager,"Leadership, Project Management, Strategic Planning",4.3171863588409565,8,0,0,0,6,0,1,2,0,1,1,1,1,0
Computer Science,Manager,"Leadership, Project Management, Strategic Planning",3.494304798661697,6,0,3,0,9,0,2,2,2,4,1,3,1,0
Computer Science,Doctor,"Critical Thinking, Communication, Research",4.375929043526621,2,1,2,1,5,0,3,3,2,0,4,1,1,1
Education,Electrical Engineer,"Critical Thinking, Time Management, Team Leadership",3.67001928148844,1,2,1,0,5,0,1,3,4,2,2,2,3,1
Art,Fluid Mechanics Engineer,"Team Leadership, Communication, Creativity",4.220067871887174,2,1,3,1,1,1,1,0,1,3,3,4,2,0
Art,Lawyer,"Creativity, Communication, Team Leadership",4.42351623926344,4,2,0,1,9,1,0,0,3,3,4,1,4,0
Art,Construction Manager,"Time Management, Python, Data Analysis",4.505885407183003,1,2,0,0,0,0,4,2,3,3,0,1,3,0
Engineering,Electrical Engineer,"Creativity, Data Analysis, Time Management",2.812393116383844,8,0,2,1,5,1,0,4,4,3,0,1,1,0
Medicine,Manager,"Leadership, Project Management, Strategic Planning",3.797255482993511,6,2,4,0,3,1,3,0,3,4,2,3,4,1
Finance,Musician,"SQL, Critical Thinking, Creativity",4.573631141478819,4,2,2,1,2,1,3,2,4,1,4,1,2,1
Chemistry,Financial Advisor,"Team Leadership, Time Management, Problem Solving",4.743378135960427,2,0,2,0,1,0,1,4,1,2,2,3,2,1
Art,Art Therapist,"Data Analysis, SQL, Problem Solving",4.749704486708335,6,0,4,0,6,1,3,0,1,0,0,2,2,1
Finance,Financial Analyst,"Creativity, Critical Thinking, SQL",4.354630374699638,7,2,1,1,8,0,1,3,2,1,4,1,4,1
Chemistry,Landscape Architect,"Time Management, Team Leadership, SQL",3.881706005436988,4,0,3,0,6,1,4,3,1,2,4,4,1,0
Computer Science,Data Scientist,"Data Analysis, Critical Thinking, Problem Solving",3.710864306934582,3,1,0,1,2,1,0,2,2,1,2,4,4,0
Medicine,Entrepreneur,"Data Analysis, Critical Thinking, Communication",2.907168134850962,5,2,0,1,4,0,1,4,4,4,1,2,0,0
Architecture,Surgeon,"SQL, Time Management, Critical Thinking",2.575435959525964,1,0,2,0,2,0,3,3,4,0,2,0,4,1
Engineering,Nurse,"Communication, Time Management, Data Analysis",4.053714792132986,6,2,0,1,5,0,1,3,1,4,4,1,2,0
Computer Science,Entrepreneur,"Critical Thinking, Time Management, Problem Solving",3.1007537001138665,3,1,0,1,9,0,4,0,4,1,1,4,0,1
Education,Microbiologist,"Problem Solving, SQL, Communication",3.2437914066757694,5,0,2,0,7,0,2,2,2,0,1,2,3,0
Architecture,Music Therapist,"Problem Solving, Team Leadership, Data Analysis",4.335487057827741,4,0,4,1,3,0,4,0,4,1,2,4,1,1
Marketing,Architect,"SQL, Critical Thinking, Research",3.4753150089153593,6,2,1,0,3,1,0,4,0,1,2,0,3,0
Architecture,Principal,"Time Management, Team Leadership, Data Analysis",3.7719944327284063,6,0,2,0,7,0,4,3,1,4,1,1,0,0
Music,Biologist,"Research, Communication, Problem Solving",2.7390383238862763,5,1,1,0,1,1,2,0,3,3,2,1,1,1
Marketing,Data Scientist,"Problem Solving, Research, Time Management",4.543440773836644,2,2,0,1,3,1,2,0,0,4,1,2,1,1
Chemistry,Accountant,"Critical Thinking, Problem Solving, Data Analysis",4.982570277084111,9,1,4,1,8,1,0,1,4,1,1,4,2,0
Business,Composer,"Critical Thinking, Time Management, Research",4.929629269133001,2,2,3,1,7,1,1,0,2,2,0,3,0,1
Psychology,Art Therapist,"Creativity, Critical Thinking, Problem Solving",2.9565980179198545,1,0,1,1,4,1,4,2,0,1,3,4,4,1
Chemistry,Architectural Technologist,"SQL, Time Management, Problem Solving",3.4267259123959315,4,1,2,0,1,1,3,2,4,3,4,4,2,1
Music,Paralegal,"Communication, Team Leadership, Data Analysis",3.7288876778999036,0,0,3,0,5,0,2,2,3,4,1,0,0,1
Business,Investment Banker,"Team Leadership, Communication, Critical Thinking",2.771578692194765,4,0,4,0,3,1,3,4,3,2,3,0,1,0
Education,Game Developer,"Team Leadership, Python, Time Management",2.6414459629487,3,0,4,1,8,1,4,2,2,1,4,4,3,0
Computer Science,Microbiologist,"Problem Solving, Team Leadership, Data Analysis",4.643620126411516,3,0,3,0,7,0,3,4,1,3,3,2,0,0
Architecture,Chemist,"Analytical Chemistry, Lab Techniques, Spectroscopy",3.2450403183653855,3,2,3,1,5,0,0,1,0,4,3,2,0,0
Physics,Biologist,"Communication, Problem Solving, Python",2.706222212580381,4,0,3,0,9,0,4,2,2,2,2,1,3,1
Music,Chemist,"Analytical Chemistry, Lab Techniques, Spectroscopy",2.924288090744098,5,0,4,1,4,0,2,4,1,3,2,1,4,1
Chemistry,Financial Controller,"Critical Thinking, Research, SQL",4.454398041934187,1,2,2,1,1,0,1,4,3,0,4,4,3,1
Chemistry,School Counselor,"Time Management, Problem Solving, Team Leadership",3.8455251723129513,0,1,1,1,9,1,4,0,0,4,3,2,3,0
Psychology,Legal Consultant,"Communication, Critical Thinking, Time Management",2.5771647378182365,9,0,2,0,8,0,0,4,1,0,1,1,3,0
Art,Curriculum Developer,"Team Leadership, Problem Solving, Critical Thinking",4.679553039835378,7,0,2,1,0,1,3,2,3,2,2,3,4,0
Computer Science,Architect,"Data Analysis, Time Management, Communication",4.403599928856594,4,0,0,1,4,0,4,0,1,1,4,0,1,1
Physics,Financial Controller,"Communication, Creativity, SQL",2.7296655327203547,5,2,3,0,5,1,1,3,0,1,3,2,4,1
Physics,Graphic Designer,"Communication, Creativity, Python",3.3285244583785185,7,0,2,0,0,0,1,0,0,3,2,4,1,1
Medicine,Special Education Teacher,"Team Leadership, Problem Solving, Research",3.9374414162436078,0,1,4,1,2,0,0,3,3,0,0,4,4,1
Physics,Pharmacist,"Critical Thinking, SQL, Research",2.9290376186525804,8,0,2,0,0,1,4,3,2,3,4,4,1,0
Computer Science,Marketing Manager,"Python, Data Analysis, Creativity",3.396486771320116,9,0,3,1,5,0,2,0,2,3,1,2,4,0
Medicine,Civil Engineer,"Creativity, Problem Solving, Python",4.030064610862546,8,1,1,1,8,1,2,2,1,1,4,1,0,0
Physics,Human Resources Specialist,"Research, SQL, Python",3.4202047896782997,1,0,4,0,9,0,3,3,2,2,1,0,0,1
Computer Science,School Psychologist,"Team Leadership, Data Analysis, SQL",4.41795573087346,3,1,4,1,6,0,0,1,3,4,4,3,1,0
Physics,Credit Analyst,"Creativity, Research, Communication",2.608235492469539,2,2,4,0,8,0,4,3,2,2,1,0,0,0
Medicine,Forensic Psychologist,"Time Management, Python, SQL",4.499923658615749,6,1,0,1,1,1,3,2,4,0,4,3,3,0
Marketing,Human Resources Specialist,"Critical Thinking, Creativity, Time Management",3.7286790294033008,9,0,4,0,2,1,2,0,4,2,2,1,2,1
Biology,Credit Analyst,"SQL, Research, Critical Thinking",3.852621513505298,5,1,4,0,0,1,3,2,1,2,4,1,1,0
Chemistry,Data Scientist,"Python, Time Management, Team Leadership",3.619822627138955,2,1,3,1,8,1,2,0,3,0,1,1,0,1
Chemistry,Legal Consultant,"Problem Solving, Team Leadership, Research",2.890785795164585,9,0,2,1,8,1,4,3,4,2,4,4,0,1
Music,Biochemist,"Critical Thinking, Communication, Problem Solving",4.348987820690984,6,2,3,1,1,1,3,1,3,1,0,0,0,1
Marketing,Nurse,"Creativity, SQL, Critical Thinking",3.80271499558808,3,2,3,0,2,1,2,1,2,3,1,0,1,0
Music,Legal Secretary,"Python, Time Management, Data Analysis",3.1425851750249802,7,2,0,0,8,1,3,2,0,4,1,2,4,1
Biology,Organic Chemist,"Time Management, Problem Solving, Team Leadership",4.281993363857844,9,1,3,1,0,0,2,2,2,0,3,0,3,0
Computer Science,Principal,"Research, Critical Thinking, Communication",3.818780583096429,2,2,4,0,1,0,4,3,0,2,2,1,2,0
Music,Financial Controller,"Time Management, SQL, Data Analysis",4.20037528645923,0,2,2,0,7,1,3,4,4,0,1,1,0,0
Physics,Music Therapist,"Python, Critical Thinking, Team Leadership",4.899156261706231,1,1,1,1,5,1,4,3,1,2,3,1,3,0
Art,Financial Advisor,"Critical Thinking, Problem Solving, SQL",3.554968253379501,6,0,2,1,3,0,4,3,3,3,1,2,1,0
Art,Chemical Engineer,"SQL, Data Analysis, Communication",3.6330438980664987,6,2,0,0,9,1,3,3,4,1,2,0,3,1
Medicine,Aerospace Engineer,"SQL, Time Management, Problem Solving",2.6095751965181466,8,1,1,0,9,0,1,1,0,2,2,2,0,1
Chemistry,Dentist,"Communication, Time Management, Data Analysis",3.8785437199208657,3,1,3,1,5,0,0,2,3,2,3,4,0,1
Law,Composer,"Communication, Research, Data Analysis",3.1075554537115697,8,0,2,1,9,1,1,4,3,2,4,3,3,1
Education,Marketing Specialist,"SQL, Time Management, Communication",3.198077527384959,0,1,1,0,8,0,3,2,1,3,3,4,0,1
Marketing,Chemical Engineer,"SQL, Critical Thinking, Data Analysis",4.726649503568566,0,2,3,0,0,1,4,2,1,0,4,1,1,1
Chemistry,Art Therapist,"Communication, Creativity, Critical Thinking",2.7933990911755924,5,1,1,0,3,0,1,0,1,2,0,1,0,0
Art,Nurse,"Data Analysis, Research, SQL",3.993895777818605,8,0,2,1,3,0,3,4,1,3,2,1,0,1
Engineering,Financial Analyst,"SQL, Communication, Python",2.765794585747738,7,0,3,0,9,1,3,0,1,2,3,3,0,0
Psychology,Zoologist,"Data Analysis, Problem Solving, Team Leadership",4.418344409903311,7,1,2,1,8,0,1,0,4,2,2,0,4,0
Biology,Acoustics Specialist,"Team Leadership, Critical Thinking, Research",4.513730119311424,4,0,1,1,0,0,1,1,2,3,0,0,4,0
Art,Biotechnologist,"Critical Thinking, Problem Solving, Creativity",4.2799489973268185,5,1,0,1,5,0,2,0,0,3,0,3,2,1
Biology,Psychologist,"Time Management, Communication, Creativity",2.893605798489134,2,2,2,1,2,0,4,1,3,0,3,0,0,0
Education,Civil Engineer,"Creativity, Data Analysis, SQL",2.952266007683776,4,2,1,1,6,0,4,2,2,0,2,1,2,0
Art,Financial Controller,"Research, Team Leadership, Communication",4.729710954596292,6,1,3,0,3,1,1,3,1,3,3,3,4,0
Medicine,Artist,"Data Analysis, Time Management, Critical Thinking",4.148507851090068,6,1,1,1,8,1,4,0,3,3,0,0,2,0
Engineering,Advertising Manager,"Creativity, Time Management, Python",4.118662878435035,3,2,3,1,3,0,0,3,0,2,4,0,3,1
Business,Acoustics Specialist,"Time Management, Data Analysis, Python",3.1643988481210528,8,2,3,1,3,0,3,2,2,4,1,3,0,1
Physics,Quantum Physicist,"Team Leadership, Data Analysis, Time Management",2.7378265800652164,8,2,2,0,7,0,3,3,1,3,3,2,2,0
Computer Science,AI Researcher,"SQL, Data Analysis, Research",4.837271147776351,4,0,0,0,4,0,3,1,2,0,1,0,2,0
Medicine,Animator,"Creativity, Research, Time Management",4.62117641928416,0,2,3,1,7,0,2,2,2,1,0,4,1,1
Biology,Counselor,"SQL, Python, Problem Solving",2.6731850536344455,5,2,2,0,5,1,3,0,2,4,0,0,1,0
Psychology,Dentist,"Time Management, Python, Critical Thinking",4.7699840070111,0,0,3,1,1,0,0,1,2,4,2,0,0,1
Medicine,Urban Planner,"GIS, Urban Design, Zoning Laws",3.7861387583967505,8,1,4,0,9,1,3,4,0,3,2,1,0,1
Music,Entrepreneur,"Creativity, Data Analysis, Python",3.8100306141293316,1,2,2,1,8,1,2,2,1,0,2,0,0,1
Art,Forensic Psychologist,"SQL, Data Analysis, Problem Solving",4.744994622425117,0,2,1,1,7,0,1,4,3,4,1,4,1,1
Art,Chemical Engineer,"Team Leadership, SQL, Critical Thinking",3.6521273841261177,4,0,4,0,4,0,2,2,3,0,4,2,3,0
Engineering,Lawyer,"Research, Creativity, Time Management",3.387518860323431,2,0,0,0,0,1,3,4,0,1,3,0,0,0
Computer Science,Forensic Psychologist,"Python, Problem Solving, Data Analysis",3.3866656041899184,5,0,3,0,0,0,3,2,1,2,0,1,0,1
Education,Music Therapist,"Communication, Data Analysis, SQL",2.552554196536707,2,1,0,0,8,1,0,3,2,3,0,3,2,1
Law,Paralegal,"Creativity, Problem Solving, Research",4.448050727202993,9,2,1,1,2,0,2,0,2,2,3,2,2,1
Business,AI Researcher,"Data Analysis, Team Leadership, Research",4.340029063069185,3,2,3,1,4,0,0,0,3,4,2,0,0,0
Education,Marketing Specialist,"Research, Data Analysis, Python",4.095327299613581,0,0,4,1,4,1,1,1,0,4,0,3,1,0
Law,Art Director,"Creative Thinking, Graphic Design, Adobe Suite",3.7646505965485426,9,2,0,0,5,1,1,2,2,3,2,1,3,0
Architecture,Acoustics Specialist,"Critical Thinking, Communication, Data Analysis",3.335671920103907,5,2,3,0,1,0,4,4,0,2,2,2,0,0
Music,Nuclear Physicist,"Critical Thinking, Research, Time Management",4.535389901532232,7,1,1,1,0,1,0,1,3,1,0,4,1,1
Law,Aerospace Engineer,"Critical Thinking, Python, Creativity",4.476998459487188,9,2,0,1,3,0,0,4,0,4,3,0,2,1
Chemistry,Microbiologist,"Communication, Critical Thinking, Time Management",3.1927070135399185,1,0,0,0,7,1,0,4,1,4,4,0,1,1
Music,Artist,"Critical Thinking, Team Leadership, Creativity",2.8569602752373684,7,1,2,1,2,1,0,4,3,4,2,2,4,1
Engineering,Chemist,"Analytical Chemistry, Lab Techniques, Spectroscopy",2.596156890982174,3,2,0,1,2,0,2,2,1,1,4,2,4,0
Music,Graphic Designer,"Problem Solving, Research, Data Analysis",3.298018255399673,0,0,0,1,9,1,3,3,1,4,4,2,4,1
Computer Science,Education Administrator,"Curriculum Design, Policy Management, Staff Supervision",4.939061499975228,8,2,4,1,6,1,2,0,0,0,4,4,2,0
Engineering,Advertising Manager,"Python, Data Analysis, SQL",4.347038479036714,2,2,3,0,2,0,1,1,1,3,4,2,1,1
Physics,Music Teacher,"Team Leadership, Data Analysis, Time Management",4.375782517411389,0,0,3,1,7,0,1,2,0,3,3,3,1,0
Biology,Brand Manager,"Critical Thinking, SQL, Creativity",3.3292926855520513,6,2,3,1,0,1,3,1,1,3,2,0,2,0
Medicine,Physician Assistant,"Creativity, Communication, SQL",2.570074700578065,0,0,1,0,7,1,2,4,1,3,4,2,1,1
Marketing,Curriculum Developer,"Critical Thinking, Data Analysis, Research",3.9739510584697957,3,2,4,1,7,1,4,2,2,3,1,2,3,0
Business,Musician,"Data Analysis, SQL, Team Leadership",2.7325641645895624,7,1,4,1,2,1,2,1,4,1,0,1,2,1
Education,Biotechnologist,"Communication, Data Analysis, Research",3.0353356316981106,7,0,1,1,7,0,1,4,2,1,4,0,3,0
Medicine,Aerospace Engineer,"Team Leadership, Creativity, Problem Solving",3.444455379594358,4,0,2,0,4,0,1,3,2,2,2,2,3,1
Physics,Analytical Chemist,"Python, SQL, Time Management",3.679200698441883,6,0,1,1,4,0,1,1,4,2,4,3,0,1
Art,Investment Banker,"Python, Creativity, Team Leadership",3.434889102231419,6,0,3,1,3,1,2,0,1,3,0,2,0,0
Law,Art Therapist,"Creativity, Problem Solving, Communication",3.1995601521718786,0,0,4,0,2,0,1,0,0,0,3,0,0,0
Law,Musician,"Python, SQL, Problem Solving",2.915606856955153,6,0,3,0,3,1,4,4,3,0,1,4,3,1
Computer Science,School Counselor,"Research, Creativity, Data Analysis",3.316301936980407,5,2,0,0,6,0,4,3,2,3,3,2,2,0
Music,School Counselor,"Data Analysis, Python, Time Management",3.4392607474653074,5,2,3,0,3,1,1,2,1,2,0,1,4,0
Business,Paralegal,"Problem Solving, SQL, Creativity",2.723602191871741,3,1,1,1,5,0,3,4,3,1,4,3,1,0
Education,Software Developer,"Data Analysis, Time Management, Team Leadership",3.978635742139777,6,0,0,0,0,1,2,1,4,1,3,1,1,1
Physics,Software Developer,"Python, Communication, Problem Solving",3.6399495834668567,1,2,0,0,8,1,2,0,0,1,1,4,4,0
Marketing,Financial Controller,"Data Analysis, Communication, Research",4.115059694006401,5,1,3,1,7,1,4,2,4,3,3,1,3,0
Medicine,Dentist,"SQL, Research, Team Leadership",2.865954970245759,9,2,4,0,0,1,0,2,3,4,1,0,0,1
Physics,Inorganic Chemist,"Creativity, SQL, Team Leadership",3.143063583540658,3,1,0,0,3,1,1,2,1,3,4,0,3,0
Chemistry,Sound Engineer,"SQL, Research, Python",2.911552474409085,6,0,3,0,9,0,4,0,2,3,2,3,2,1
Medicine,Art Director,"Creative Thinking, Graphic Design, Adobe Suite",4.092469936182519,1,0,1,1,3,1,1,0,3,0,3,0,0,1
Law,Physical Chemist,"Communication, Data Analysis, Creativity",3.437627074504089,6,0,0,1,4,0,4,4,4,1,2,2,1,0
Education,Risk Analyst,"Team Leadership, Communication, Problem Solving",2.999724715168783,3,1,2,1,3,1,4,2,2,2,1,1,2,1
Music,Physicist,"Team Leadership, Research, Data Analysis",3.543655341552962,4,2,3,0,5,1,3,3,3,4,1,4,4,0
Music,School Counselor,"Time Management, SQL, Data Analysis",2.976015020714417,3,2,3,1,9,0,2,1,4,2,4,3,3,1
Medicine,Clinical Psychologist,"Team Leadership, Communication, Data Analysis",2.9759002957378224,1,0,3,1,7,1,0,1,1,0,2,2,0,1
Medicine,Education Administrator,"Curriculum Design, Policy Management, Staff Supervision",3.6311955087438674,6,1,1,0,4,0,0,4,4,4,4,4,1,1
Art,Composer,"Problem Solving, Team Leadership, Communication",3.179899414765623,9,0,2,0,0,0,1,2,0,0,2,4,0,0
Physics,Data Scientist,"Team Leadership, Creativity, Python",3.2310629256666177,2,1,0,0,8,0,3,4,1,4,2,2,4,0
Art,School Psychologist,"Problem Solving, Communication, Critical Thinking",3.744071666518497,2,2,1,0,6,1,1,1,3,2,3,2,3,1
Education,Musician,"Team Leadership, Creativity, Python",3.318218409745749,9,1,4,0,7,0,3,4,1,3,2,4,3,1
Architecture,Conductor,"Research, Python, Team Leadership",2.949804967816868,1,0,0,1,9,1,0,3,2,4,3,4,1,1
Computer Science,Game Developer,"Communication, Critical Thinking, Creativity",3.5481398197495078,0,2,4,1,2,0,0,4,1,1,2,3,3,0
Business,Conductor,"Time Management, Python, SQL",4.248116659411518,2,1,1,0,7,1,0,1,1,3,4,4,4,1
Business,Conductor,"Team Leadership, Time Management, Communication",4.609981755408819,8,1,4,1,1,0,3,0,3,4,4,1,4,0
Medicine,Dentist,"Critical Thinking, Data Analysis, Team Leadership",3.8348831548346207,8,2,4,1,7,0,0,0,3,1,4,2,0,0
Business,Graphic Designer,"Time Management, Data Analysis, Problem Solving",3.044404612092606,6,0,3,1,2,1,1,4,2,1,0,0,1,1
Finance,Manager,"Leadership, Project Management, Strategic Planning",2.584339715,2,0,0,0,6,1,0,0,2,0,3,4,4,0
Psychology,Education Administrator,"Curriculum Design, Policy Management, Staff Supervision",4.959649575463882,2,0,2,1,0,0,4,0,2,0,0,4,0,1
Music,Architectural Technologist,"Time Management, Communication, Problem Solving",3.953871320222308,3,0,0,1,9,1,2,3,1,0,3,2,3,0
